title,vote_average,vote_count,release_date,runtime,adult,original_language,overview,popularity,tagline,genres,production_companies
Black Adam,7.014,5467,2022-10-19,124,False,en,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",104.759,Power born from rage.,"Action, Adventure, Science Fiction","New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions"
Blade,6.762,5466,1998-08-21,121,False,en,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",37.081,Part man. Part vampire. All hero.,"Horror, Action","New Line Cinema, Amen Ra Films, Imaginary Forces"
Sweeney Todd: The Demon Barber of Fleet Street,7.2,5466,2007-12-20,116,False,en,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",31.416,Never Forget. Never Forgive.,"Drama, Horror","Tim Burton Productions, Parkes+MacDonald Image Nation, DreamWorks Pictures, Warner Bros. Pictures, The Zanuck Company"
Cloudy with a Chance of Meatballs,6.6,5461,2009-09-17,90,False,en,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",33.074,Prepare to get served.,"Animation, Comedy, Family","Sony Pictures Animation, Columbia Pictures"
Alice in Wonderland,7.185,5459,1951-07-28,75,False,en,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",54.201,A world of wonders in one great picture!,"Animation, Family, Fantasy, Adventure",Walt Disney Productions
Pinocchio,7.102,5440,1940-02-23,88,False,en,"When loving Geppetto creates a wooden puppet, his wish is granted when it comes to life as a little wooden boy named Pinocchio. With his faithful friend and conscience Jiminy Cricket by his side, Pinocchio, embarks on fantastic adventures that his bravery, loyalty and honesty until triumphs in his triumphs in his quest for his heart's desire: to become a real boy.",34.383,"When you wish upon a star, your dreams come true.","Animation, Family",Walt Disney Productions
Moonrise Kingdom,7.69,5434,2012-05-16,94,False,en,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",19.062,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,"Comedy, Drama, Romance","Focus Features, Scott Rudin Productions, Indian Paintbrush, American Empirical Pictures"
Ender's Game,6.59,5432,2013-10-24,114,False,en,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",25.865,This is not a game.,"Science Fiction, Action, Adventure","Digital Domain, Chartoff Productions, Taleswapper, K/O Paper Products, OddLot Entertainment"
The Devil's Advocate,7.451,5429,1997-10-17,144,False,en,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",28.22,Evil has its winning ways.,"Drama, Mystery, Thriller, Horror","Monarchy Enterprises B.V., Regency Enterprises, Kopelson Entertainment, New Regency Pictures, Taurus Film, Warner Bros. Pictures"
Mortal Kombat,7.081,5427,2021-04-07,110,False,en,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",49.774,Get over here.,"Action, Fantasy, Adventure","Atomic Monster, Broken Road Productions, New Line Cinema"
The Girl on the Train,6.434,5427,2016-10-05,112,False,en,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",15.235,What you see can hurt you.,"Thriller, Mystery, Drama, Crime","Reliance Entertainment, DreamWorks Pictures, Marc Platt Productions, Amblin Partners"
Van Helsing,6.324,5410,2004-05-05,132,False,en,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,45.54,The One Name They All Fear.,"Horror, Adventure, Action","Universal Pictures, Sommers Company, The, Stillking Films"
The Conjuring: The Devil Made Me Do It,7.491,5407,2021-05-25,111,False,en,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",152.616,The demonic case that shocked America.,"Horror, Mystery, Thriller","New Line Cinema, The Safran Company, Atomic Monster"
From Dusk Till Dawn,7.0,5407,1996-01-19,108,False,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",29.005,One night is all that stands between them and freedom. But it's going to be a hell of a night.,"Horror, Action, Thriller, Crime","Los Hooligans Productions, A Band Apart, Dimension Films, Miramax"
"I, Tonya",7.501,5405,2017-12-08,120,False,en,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",16.904,Fitting in is overrated,"Drama, Comedy","LuckyChap Entertainment, Clubhouse Pictures"
The Dictator,6.173,5401,2012-05-15,83,False,en,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,31.301,,Comedy,"Four By Two Productions, Paramount"
Manchester by the Sea,7.5,5396,2016-11-18,138,False,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",22.316,,Drama,"Pearl Street Films, K Period Media, B Story, The Affleck/Middleton Project, The Media Farm, Amazon Studios, Big Indie Pictures, CMP Entertainment, OddLot Entertainment"
Hulk,5.5,5392,2003-06-19,138,False,en,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",39.705,What if everything you were forced to keep inside was suddenly set free?,"Science Fiction, Adventure, Action","Marvel Enterprises, Universal Pictures, Good Machine, Valhalla Motion Pictures"
Enemy,6.873,5383,2013-12-31,91,False,en,A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,18.187,You can’t escape Yourself!,"Thriller, Mystery","Rhombus Media, Roxbury Pictures, Mecanismo Films, micro_scope, Entertainment One, Pathé"
Game Night,6.85,5372,2018-02-15,100,False,en,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",18.92,This is not a game.,"Mystery, Comedy, Crime","New Line Cinema, Aggregate Films, Davis Entertainment, Access Entertainment, Dune Entertainment"
The Interview,6.185,5370,2014-12-25,113,False,en,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",54.384,The Film Hackers Tried To Get Banned,"Action, Comedy","Point Grey Pictures, Columbia Pictures"
Hitch,6.551,5367,2005-02-11,118,False,en,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",23.127,The cure for the common man.,"Comedy, Drama, Romance","Columbia Pictures, Overbrook Entertainment, Sony Pictures"
Live Free or Die Hard,6.606,5365,2007-06-20,128,False,en,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",33.523,The old school cop is back!,"Action, Thriller","Dune Entertainment, Cheyenne Enterprises, Wintergreen Productions, 20th Century Fox, Ingenious Media"
Jason Bourne,6.329,5362,2016-07-27,123,False,en,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,28.778,You know his name,"Action, Thriller, Mystery, Drama","The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Perfect World Pictures"
Training Day,7.485,5360,2001-10-05,122,False,en,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",30.21,"The only thing more dangerous than the line being crossed, is the cop who will cross it.","Action, Crime, Drama","WV Films II, Village Roadshow Pictures, NPV Entertainment, Outlaw Productions, Warner Bros. Pictures"
Taken 3,6.234,5360,2014-12-16,109,False,en,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",86.527,It Ends Here,"Thriller, Action","EuropaCorp, Grive Productions, M6, TSG Entertainment, 20th Century Fox, Fox International Productions, Canal+, Ciné+"
Interview with the Vampire,7.38,5338,1994-11-11,123,False,en,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",39.342,Drink from me and live forever,"Horror, Drama, Fantasy",Geffen Pictures
Hotel Transylvania 2,6.8,5338,2015-09-21,89,False,en,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",36.252,They're back to raise a little terror,"Animation, Comedy, Family, Fantasy","Columbia Pictures, Sony Pictures Animation"
Jumper,6.142,5337,2008-02-13,88,False,en,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",26.527,Anywhere is possible.,"Action, Adventure, Science Fiction","Dune Entertainment, Hypnotic, New Regency Pictures"
The Bourne Legacy,6.216,5337,2012-08-08,135,False,en,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,32.088,There Was Never Just One,"Action, Thriller","Universal Pictures, Relativity Media, Captivate Entertainment, dentsu, The Kennedy/Marshall Company"
King Arthur: Legend of the Sword,6.536,5333,2017-05-10,126,False,en,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",33.349,From nothing comes a King,"Action, Drama, Fantasy","Village Roadshow Pictures, Weed Road Pictures, Wigram Productions, Safehouse Pictures, Warner Bros. Pictures"
Kung Fu Panda 3,6.878,5327,2016-01-23,95,False,en,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",45.002,Grab destiny by the rice dumplings.,"Action, Adventure, Animation, Comedy, Family","Pearl Studio, DreamWorks Animation, China Film Group Corporation, 20th Century Fox"
Stand by Me,7.856,5317,1986-08-08,89,False,en,"Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.",28.659,"For some, it's the last real taste of innocence, and the first real taste of life.","Crime, Drama","Columbia Pictures, Act III Productions"
Ace Ventura: Pet Detective,6.544,5315,1994-02-04,86,False,en,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",28.829,"He's the best there is! (Actually, he's the only one there is.)","Comedy, Adventure","Morgan Creek, Warner Bros. Pictures"
Pocahontas,6.926,5306,1995-06-14,81,False,en,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",37.713,An American legend comes to life.,"Adventure, Animation, Family, Romance","Walt Disney Pictures, Walt Disney Feature Animation"
Paul,6.708,5300,2011-02-14,104,False,en,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",22.43,Who's up for a close encounter?,"Adventure, Comedy, Science Fiction","Universal Pictures, Relativity Media, Working Title Films, Big Talk Productions"
Inside Man,7.399,5297,2006-03-17,129,False,en,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",24.586,It looked like the perfect bank robbery. But you can’t judge a crime by its cover.,"Crime, Drama, Thriller","40 Acres and a Mule Filmworks, Imagine Entertainment, Universal Pictures"
Bright,6.156,5296,2017-12-22,117,False,en,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",18.138,,"Fantasy, Action, Thriller","Clubhouse Pictures, Overbrook Entertainment"
The Invisible Man,7.129,5282,2020-02-26,124,False,en,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",22.738,What You Can't See Can Hurt You,"Thriller, Science Fiction, Horror","Blumhouse Productions, Universal Pictures, Goalpost Pictures, Nervous Tick, Screen Australia"
Monty Python and the Holy Grail,7.797,5280,1975-05-25,91,False,en,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",28.015,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,"Adventure, Comedy, Fantasy","Python (Monty) Pictures Limited, Michael White Productions, National Film Trustee Company"
Die Hard 2,6.923,5275,1990-07-03,124,False,en,"Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.",35.157,Die harder.,"Action, Thriller","Gordon Company, Silver Pictures, 20th Century Fox"
Just Go with It,6.673,5270,2011-02-10,117,False,en,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",43.196,Sometimes a guy's best wingman... is a wingwoman,"Comedy, Romance","Columbia Pictures, Happy Madison Productions"
Cars 3,6.853,5263,2017-06-15,102,False,en,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",62.961,It's not over until lightning strikes.,"Animation, Adventure, Comedy, Family",Pixar
Annabelle: Creation,6.6,5258,2017-08-03,110,False,en,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",53.098,You don't know the real story,"Horror, Mystery, Thriller","Atomic Monster, New Line Cinema, The Safran Company, Warner Bros. Pictures"
The Goonies,7.52,5254,1985-06-07,114,False,en,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",37.406,Take the Oath. Join the Adventure.,"Adventure, Comedy, Family","Amblin Entertainment, Warner Bros. Pictures"
Five Feet Apart,8.287,5254,2019-03-14,116,False,en,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",29.178,"When Life Keeps You Apart, Fight For Every Inch.","Romance, Drama","Wayfarer Entertainment, CBS Films"
Vertigo,8.18,5251,1958-05-28,128,False,en,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",28.086,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,"Mystery, Romance, Thriller","Paramount, Alfred J. Hitchcock Productions"
Total Recall,7.284,5243,1990-06-01,113,False,en,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.",25.031,"They stole his mind, now he wants it back.","Action, Adventure, Science Fiction","Carolco Pictures, TriStar Pictures, Ronald Shusett/Gary Goldman"
Casino,8.004,5240,1995-11-22,179,False,en,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",29.212,No one stays at the top forever.,"Crime, Drama","Universal Pictures, Syalis DA, De Fina-Cappa, Légende Films"
Moon,7.57,5238,2009-06-12,97,False,en,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",20.346,The last place you'd ever expect to find yourself.,"Science Fiction, Drama","Lunar Industries, Liberty Films, Xingu Films, Limelight Fund, Stage 6 Films, Sony Pictures Classics, Independent"
Bambi,7.0,5236,1942-08-14,70,False,en,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",43.491,A great love story.,"Animation, Drama, Family",Walt Disney Productions
John Carter,6.296,5225,2012-03-07,132,False,en,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",38.495,"Lost in our world, found in another.","Action, Adventure, Science Fiction",Walt Disney Pictures
Jurassic World Dominion,6.787,5225,2022-06-01,147,False,en,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",113.897,The epic conclusion of the Jurassic era.,"Adventure, Action, Science Fiction","Amblin Entertainment, Universal Pictures"
G.I. Joe: Retaliation,5.609,5217,2013-03-27,110,False,en,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",40.343,,"Science Fiction, Adventure, Action, Thriller","Paramount, Hasbro, di Bonaventura Pictures, Saints LA, Metro-Goldwyn-Mayer, Skydance"
Who Framed Roger Rabbit,7.52,5216,1988-06-21,104,False,en,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",29.829,"It's the story of a man, a woman, and a rabbit in a triangle of trouble.","Fantasy, Animation, Comedy, Crime","Amblin Entertainment, Silver Screen Partners III, Touchstone Pictures"
Everything Everywhere All at Once,7.822,5210,2022-03-24,140,False,en,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",64.278,The universe is so much bigger than you realize.,"Action, Adventure, Science Fiction","AGBO, Ley Line Entertainment, Year of the Rat Productions, A24, IAC Films"
Black Hawk Down,7.368,5208,2001-12-28,145,False,en,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",36.7,Leave No Man Behind.,"Action, History, War","Jerry Bruckheimer Films, Revolution Studios, Scott Free Productions"
Jungle Cruise,7.418,5199,2021-07-28,127,False,en,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",48.284,The myth is real.,"Action, Adventure, Fantasy","Walt Disney Pictures, Seven Bucks Productions, Davis Entertainment, Flynn Picture Company, TSG Entertainment, Zaftig Films"
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.433,5193,2010-12-02,113,False,en,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",38.313,Return to magic. Return to hope. Return to Narnia.,"Adventure, Family, Fantasy","Fox 2000 Pictures, Walden Media"
Zombieland: Double Tap,6.955,5187,2019-10-09,99,False,en,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",33.951,,"Comedy, Horror","Pariah, Columbia Pictures, 2.0 Entertainment"
The Hurt Locker,7.254,5187,2008-10-10,131,False,en,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",24.144,You'll know when you're in it.,"Drama, Thriller, War","Film Capital Europe Funds (FCEF ), First Light, Kingsgate Films, Summit Entertainment, Voltage Pictures, Grosvenor Park Media"
The Untouchables,7.77,5181,1987-06-03,119,False,en,"Young Treasury Agent Eliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jim Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",30.039,What are you prepared to do?,"Crime, Drama, History, Thriller",Paramount
Southpaw,7.362,5178,2015-03-24,123,False,en,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",30.067,Believe in Hope.,"Action, Drama","Fuqua Films, Escape Artists, Riche-Ludwig Productions, Wanda Pictures"
School of Rock,7.071,5173,2003-10-03,110,False,en,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",22.223,He just landed the gig of his life: 5th grade.,"Comedy, Music","Paramount, Scott Rudin Productions, NEW Century, MFP Munich Film Partners GmbH & Company I. Produktions KG, Sor Productions"
Liar Liar,6.667,5163,1997-03-21,86,False,en,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",28.978,Trust me.,Comedy,"Universal Pictures, Imagine Entertainment"
Signs,6.681,5144,2002-08-02,106,False,en,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,21.106,It's not like they didn't warn us.,"Drama, Thriller, Science Fiction, Mystery","Touchstone Pictures, Blinding Edge Pictures, The Kennedy/Marshall Company"
The Good Dinosaur,6.745,5143,2015-11-14,93,False,en,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,57.167,Little Arms With Big Attitude,"Adventure, Animation, Family",Pixar
Red Notice,6.803,5135,2021-11-04,118,False,en,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",52.476,Pro and cons.,"Action, Comedy, Crime","Flynn Picture Company, Seven Bucks Productions, Bad Version"
Battleship,5.808,5134,2012-04-11,131,False,en,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",53.288,The Battle for Earth Begins at Sea,"Thriller, Action, Adventure, Science Fiction","Universal Pictures, Hasbro, Bluegrass Films, Film 44, October Pictures, dentsu"
RoboCop,5.847,5133,2014-01-30,118,False,en,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",32.422,We've got the future under control.,"Science Fiction, Action, Crime, Thriller","Columbia Pictures, Strike Entertainment, Metro-Goldwyn-Mayer, Dynamic Effects Canada"
Collateral Beauty,7.239,5122,2016-12-15,97,False,en,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",15.804,We are all connected,"Drama, Romance","Village Roadshow Pictures, Likely Story, Anonymous Content, New Line Cinema, PalmStar Media, Overbrook Entertainment"
The Italian Job,6.763,5113,2003-05-30,110,False,en,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",60.451,Get in. Get out. Get even.,"Action, Crime","De Line Pictures, Working Title Films, Paramount, Mestiere Cinema"
The Wizard of Oz,7.571,5112,1939-08-15,102,False,en,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",44.236,"We're off to see the Wizard, the wonderful Wizard of Oz!","Adventure, Fantasy, Family",Metro-Goldwyn-Mayer
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.129,5111,1964-01-29,95,False,en,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",18.253,The hot-line suspense comedy.,"Drama, Comedy, War","Hawk Films, Columbia Pictures"
